      Freq,       |Av|,       /_Av,       |Ai|,       /_Ai,       |Ap|,       /_Ap,    Re(Vin),    Im(Vin),   Re(Vout),   Im(Vout),     Re(Av),     Im(Av),    Re(Iin),    Im(Iin),   Re(Iout),   Im(Iout),     Re(Ai),     Im(Ai),    Re(Zin),    Im(Zin),   Re(Zout),   Im(Zout),    Re(Pin),    Im(Pin),   Re(Pout),   Im(Pout)
 7.992e+06, -7.819e+01,  1.633e+00, -5.414e+01, -3.079e+00, -6.616e+01, -1.571e+00,  4.980e+00,  3.125e-01, -7.687e-05,  6.101e-04, -7.717e-06,  1.230e-04,  3.922e-04, -6.250e-03, -1.537e-06,  1.220e-05, -1.960e-03, -1.230e-04,  1.929e-04,  7.968e+02,  1.929e-04,  7.968e+02,  7.563e-09,  3.125e-02,  7.563e-09,  0.000e+00,
 8.032e+06, -7.832e+01,  1.633e+00, -5.422e+01, -3.079e+00, -6.627e+01, -1.571e+00,  4.981e+00,  3.109e-01, -7.535e-05,  6.011e-04, -7.564e-06,  1.212e-04,  3.883e-04, -6.219e-03, -1.507e-06,  1.202e-05, -1.941e-03, -1.212e-04,  1.890e-04,  8.009e+02,  1.890e-04,  8.009e+02,  7.339e-09,  3.109e-02,  7.339e-09, -1.034e-25,
 8.072e+06, -7.845e+01,  1.633e+00, -5.431e+01, -3.080e+00, -6.638e+01, -1.571e+00,  4.981e+00,  3.094e-01, -7.386e-05,  5.922e-04, -7.414e-06,  1.194e-04,  3.844e-04, -6.188e-03, -1.477e-06,  1.184e-05, -1.921e-03, -1.194e-04,  1.853e-04,  8.049e+02,  1.853e-04,  8.049e+02,  7.123e-09,  3.094e-02,  7.123e-09, -1.034e-25,
 8.112e+06, -7.858e+01,  1.633e+00, -5.440e+01, -3.080e+00, -6.649e+01, -1.571e+00,  4.981e+00,  3.079e-01, -7.241e-05,  5.835e-04, -7.269e-06,  1.176e-04,  3.806e-04, -6.158e-03, -1.448e-06,  1.167e-05, -1.902e-03, -1.176e-04,  1.817e-04,  8.089e+02,  1.817e-04,  8.089e+02,  6.914e-09,  3.079e-02,  6.914e-09,  0.000e+00,
 8.153e+06, -7.870e+01,  1.632e+00, -5.448e+01, -3.080e+00, -6.659e+01, -1.571e+00,  4.981e+00,  3.064e-01, -7.099e-05,  5.749e-04, -7.126e-06,  1.159e-04,  3.769e-04, -6.127e-03, -1.420e-06,  1.150e-05, -1.884e-03, -1.159e-04,  1.781e-04,  8.129e+02,  1.781e-04,  8.129e+02,  6.712e-09,  3.064e-02,  6.712e-09,  0.000e+00,
 8.193e+06, -7.883e+01,  1.632e+00, -5.457e+01, -3.080e+00, -6.670e+01, -1.571e+00,  4.981e+00,  3.049e-01, -6.961e-05,  5.666e-04, -6.987e-06,  1.142e-04,  3.732e-04, -6.098e-03, -1.392e-06,  1.133e-05, -1.865e-03, -1.142e-04,  1.746e-04,  8.169e+02,  1.746e-04,  8.169e+02,  6.517e-09,  3.049e-02,  6.517e-09,  1.034e-25,
 8.233e+06, -7.896e+01,  1.632e+00, -5.465e+01, -3.081e+00, -6.681e+01, -1.571e+00,  4.982e+00,  3.034e-01, -6.827e-05,  5.584e-04, -6.852e-06,  1.125e-04,  3.696e-04, -6.068e-03, -1.365e-06,  1.117e-05, -1.847e-03, -1.125e-04,  1.713e-04,  8.210e+02,  1.713e-04,  8.210e+02,  6.329e-09,  3.034e-02,  6.329e-09,  1.034e-25,
 8.273e+06, -7.909e+01,  1.631e+00, -5.474e+01, -3.081e+00, -6.691e+01, -1.571e+00,  4.982e+00,  3.019e-01, -6.695e-05,  5.503e-04, -6.720e-06,  1.109e-04,  3.660e-04, -6.039e-03, -1.339e-06,  1.101e-05, -1.829e-03, -1.109e-04,  1.679e-04,  8.250e+02,  1.679e-04,  8.250e+02,  6.147e-09,  3.019e-02,  6.147e-09,  2.068e-25,
 8.313e+06, -7.921e+01,  1.631e+00, -5.482e+01, -3.081e+00, -6.702e+01, -1.571e+00,  4.982e+00,  3.005e-01, -6.567e-05,  5.424e-04, -6.591e-06,  1.093e-04,  3.625e-04, -6.009e-03, -1.313e-06,  1.085e-05, -1.812e-03, -1.093e-04,  1.647e-04,  8.290e+02,  1.647e-04,  8.290e+02,  5.971e-09,  3.005e-02,  5.971e-09, -1.034e-25,
 8.353e+06, -7.934e+01,  1.631e+00, -5.491e+01, -3.082e+00, -6.712e+01, -1.571e+00,  4.982e+00,  2.990e-01, -6.442e-05,  5.347e-04, -6.465e-06,  1.077e-04,  3.590e-04, -5.981e-03, -1.288e-06,  1.069e-05, -1.794e-03, -1.077e-04,  1.616e-04,  8.330e+02,  1.616e-04,  8.330e+02,  5.800e-09,  2.990e-02,  5.800e-09,  2.068e-25,
 8.394e+06, -7.946e+01,  1.630e+00, -5.499e+01, -3.082e+00, -6.723e+01, -1.571e+00,  4.982e+00,  2.976e-01, -6.319e-05,  5.271e-04, -6.342e-06,  1.062e-04,  3.555e-04, -5.952e-03, -1.264e-06,  1.054e-05, -1.777e-03, -1.062e-04,  1.585e-04,  8.370e+02,  1.585e-04,  8.370e+02,  5.636e-09,  2.976e-02,  5.636e-09,  0.000e+00,
 8.434e+06, -7.959e+01,  1.630e+00, -5.507e+01, -3.082e+00, -6.733e+01, -1.571e+00,  4.982e+00,  2.962e-01, -6.200e-05,  5.196e-04, -6.222e-06,  1.047e-04,  3.522e-04, -5.924e-03, -1.240e-06,  1.039e-05, -1.760e-03, -1.047e-04,  1.555e-04,  8.411e+02,  1.555e-04,  8.411e+02,  5.477e-09,  2.962e-02,  5.477e-09,  1.034e-25,
 8.474e+06, -7.971e+01,  1.630e+00, -5.515e+01, -3.082e+00, -6.743e+01, -1.571e+00,  4.983e+00,  2.948e-01, -6.083e-05,  5.123e-04, -6.105e-06,  1.032e-04,  3.488e-04, -5.896e-03, -1.217e-06,  1.025e-05, -1.744e-03, -1.032e-04,  1.526e-04,  8.451e+02,  1.526e-04,  8.451e+02,  5.323e-09,  2.948e-02,  5.323e-09,  2.068e-25,
 8.514e+06, -7.984e+01,  1.630e+00, -5.524e+01, -3.083e+00, -6.754e+01, -1.571e+00,  4.983e+00,  2.934e-01, -5.969e-05,  5.051e-04, -5.990e-06,  1.017e-04,  3.456e-04, -5.868e-03, -1.194e-06,  1.010e-05, -1.727e-03, -1.017e-04,  1.497e-04,  8.491e+02,  1.497e-04,  8.491e+02,  5.174e-09,  2.934e-02,  5.174e-09, -2.068e-25,
 8.554e+06, -7.996e+01,  1.629e+00, -5.532e+01, -3.083e+00, -6.764e+01, -1.571e+00,  4.983e+00,  2.920e-01, -5.858e-05,  4.981e-04, -5.878e-06,  1.003e-04,  3.423e-04, -5.841e-03, -1.172e-06,  9.961e-06, -1.711e-03, -1.003e-04,  1.469e-04,  8.531e+02,  1.469e-04,  8.531e+02,  5.030e-09,  2.920e-02,  5.030e-09,  2.068e-25,
 8.594e+06, -8.008e+01,  1.629e+00, -5.540e+01, -3.083e+00, -6.774e+01, -1.571e+00,  4.983e+00,  2.907e-01, -5.750e-05,  4.911e-04, -5.769e-06,  9.890e-05,  3.391e-04, -5.814e-03, -1.150e-06,  9.823e-06, -1.695e-03, -9.890e-05,  1.442e-04,  8.571e+02,  1.442e-04,  8.571e+02,  4.890e-09,  2.907e-02,  4.890e-09, -1.034e-25,
 8.635e+06, -8.020e+01,  1.629e+00, -5.548e+01, -3.084e+00, -6.784e+01, -1.571e+00,  4.983e+00,  2.893e-01, -5.643e-05,  4.843e-04, -5.662e-06,  9.753e-05,  3.360e-04, -5.787e-03, -1.129e-06,  9.687e-06, -1.680e-03, -9.752e-05,  1.415e-04,  8.612e+02,  1.415e-04,  8.612e+02,  4.756e-09,  2.893e-02,  4.756e-09,  0.000e+00,
 8.675e+06, -8.032e+01,  1.629e+00, -5.556e+01, -3.084e+00, -6.794e+01, -1.571e+00,  4.983e+00,  2.880e-01, -5.540e-05,  4.777e-04, -5.558e-06,  9.618e-05,  3.329e-04, -5.760e-03, -1.108e-06,  9.554e-06, -1.664e-03, -9.618e-05,  1.389e-04,  8.652e+02,  1.389e-04,  8.652e+02,  4.625e-09,  2.880e-02,  4.625e-09,  1.034e-25,
 8.715e+06, -8.044e+01,  1.628e+00, -5.564e+01, -3.084e+00, -6.804e+01, -1.571e+00,  4.984e+00,  2.867e-01, -5.438e-05,  4.711e-04, -5.456e-06,  9.485e-05,  3.298e-04, -5.733e-03, -1.088e-06,  9.423e-06, -1.649e-03, -9.485e-05,  1.364e-04,  8.692e+02,  1.364e-04,  8.692e+02,  4.499e-09,  2.867e-02,  4.499e-09, -1.034e-25,
 8.755e+06, -8.056e+01,  1.628e+00, -5.572e+01, -3.084e+00, -6.814e+01, -1.571e+00,  4.984e+00,  2.854e-01, -5.339e-05,  4.647e-04, -5.357e-06,  9.355e-05,  3.268e-04, -5.707e-03, -1.068e-06,  9.294e-06, -1.634e-03, -9.355e-05,  1.339e-04,  8.732e+02,  1.339e-04,  8.732e+02,  4.376e-09,  2.854e-02,  4.376e-09,  1.034e-25,
 8.795e+06, -8.068e+01,  1.628e+00, -5.580e+01, -3.085e+00, -6.824e+01, -1.571e+00,  4.984e+00,  2.841e-01, -5.243e-05,  4.584e-04, -5.260e-06,  9.228e-05,  3.238e-04, -5.681e-03, -1.049e-06,  9.168e-06, -1.619e-03, -9.228e-05,  1.315e-04,  8.772e+02,  1.315e-04,  8.772e+02,  4.258e-09,  2.841e-02,  4.258e-09, -1.034e-25,
 8.835e+06, -8.080e+01,  1.627e+00, -5.588e+01, -3.085e+00, -6.834e+01, -1.571e+00,  4.984e+00,  2.828e-01, -5.148e-05,  4.522e-04, -5.165e-06,  9.103e-05,  3.209e-04, -5.656e-03, -1.030e-06,  9.044e-06, -1.604e-03, -9.103e-05,  1.291e-04,  8.813e+02,  1.291e-04,  8.813e+02,  4.143e-09,  2.828e-02,  4.143e-09,  0.000e+00,
 8.876e+06, -8.092e+01,  1.627e+00, -5.596e+01, -3.085e+00, -6.844e+01, -1.571e+00,  4.984e+00,  2.815e-01, -5.056e-05,  4.461e-04, -5.072e-06,  8.980e-05,  3.180e-04, -5.630e-03, -1.011e-06,  8.922e-06, -1.590e-03, -8.980e-05,  1.268e-04,  8.853e+02,  1.268e-04,  8.853e+02,  4.032e-09,  2.815e-02,  4.032e-09, -1.034e-25,
 8.916e+06, -8.104e+01,  1.627e+00, -5.604e+01, -3.085e+00, -6.854e+01, -1.571e+00,  4.984e+00,  2.802e-01, -4.965e-05,  4.401e-04, -4.981e-06,  8.859e-05,  3.151e-04, -5.605e-03, -9.930e-07,  8.803e-06, -1.576e-03, -8.859e-05,  1.245e-04,  8.893e+02,  1.245e-04,  8.893e+02,  3.924e-09,  2.802e-02,  3.924e-09, -5.170e-26,
 8.956e+06, -8.116e+01,  1.627e+00, -5.612e+01, -3.086e+00, -6.864e+01, -1.571e+00,  4.984e+00,  2.790e-01, -4.877e-05,  4.343e-04, -4.892e-06,  8.740e-05,  3.123e-04, -5.580e-03, -9.753e-07,  8.686e-06, -1.562e-03, -8.740e-05,  1.223e-04,  8.933e+02,  1.223e-04,  8.933e+02,  3.819e-09,  2.790e-02,  3.819e-09,  1.551e-25,
 8.996e+06, -8.127e+01,  1.626e+00, -5.619e+01, -3.086e+00, -6.873e+01, -1.571e+00,  4.985e+00,  2.777e-01, -4.790e-05,  4.285e-04, -4.805e-06,  8.624e-05,  3.095e-04, -5.555e-03, -9.581e-07,  8.570e-06, -1.548e-03, -8.624e-05,  1.201e-04,  8.973e+02,  1.201e-04,  8.973e+02,  3.718e-09,  2.777e-02,  3.718e-09,  5.170e-26,
 9.036e+06, -8.139e+01,  1.626e+00, -5.627e+01, -3.086e+00, -6.883e+01, -1.571e+00,  4.985e+00,  2.765e-01, -4.706e-05,  4.228e-04, -4.720e-06,  8.509e-05,  3.068e-04, -5.530e-03, -9.412e-07,  8.457e-06, -1.534e-03, -8.509e-05,  1.180e-04,  9.013e+02,  1.180e-04,  9.013e+02,  3.620e-09,  2.765e-02,  3.620e-09,  0.000e+00,
 9.076e+06, -8.150e+01,  1.626e+00, -5.635e+01, -3.086e+00, -6.893e+01, -1.571e+00,  4.985e+00,  2.753e-01, -4.623e-05,  4.173e-04, -4.637e-06,  8.397e-05,  3.041e-04, -5.506e-03, -9.246e-07,  8.346e-06, -1.520e-03, -8.397e-05,  1.159e-04,  9.054e+02,  1.159e-04,  9.054e+02,  3.525e-09,  2.753e-02,  3.525e-09,  0.000e+00,
 9.116e+06, -8.162e+01,  1.626e+00, -5.642e+01, -3.087e+00, -6.902e+01, -1.571e+00,  4.985e+00,  2.741e-01, -4.542e-05,  4.118e-04, -4.556e-06,  8.286e-05,  3.014e-04, -5.482e-03, -9.084e-07,  8.236e-06, -1.507e-03, -8.286e-05,  1.139e-04,  9.094e+02,  1.139e-04,  9.094e+02,  3.433e-09,  2.741e-02,  3.433e-09,  0.000e+00,
 9.157e+06, -8.173e+01,  1.625e+00, -5.650e+01, -3.087e+00, -6.912e+01, -1.571e+00,  4.985e+00,  2.729e-01, -4.463e-05,  4.064e-04, -4.476e-06,  8.178e-05,  2.988e-04, -5.458e-03, -8.926e-07,  8.129e-06, -1.494e-03, -8.178e-05,  1.119e-04,  9.134e+02,  1.119e-04,  9.134e+02,  3.344e-09,  2.729e-02,  3.344e-09, -1.034e-25,
 9.197e+06, -8.185e+01,  1.625e+00, -5.658e+01, -3.087e+00, -6.921e+01, -1.571e+00,  4.985e+00,  2.717e-01, -4.386e-05,  4.012e-04, -4.399e-06,  8.071e-05,  2.962e-04, -5.434e-03, -8.771e-07,  8.023e-06, -1.481e-03, -8.071e-05,  1.100e-04,  9.174e+02,  1.100e-04,  9.174e+02,  3.257e-09,  2.717e-02,  3.257e-09,  0.000e+00,
 9.237e+06, -8.196e+01,  1.625e+00, -5.665e+01, -3.087e+00, -6.931e+01, -1.571e+00,  4.985e+00,  2.705e-01, -4.310e-05,  3.960e-04, -4.323e-06,  7.966e-05,  2.936e-04, -5.410e-03, -8.620e-07,  7.919e-06, -1.468e-03, -7.966e-05,  1.081e-04,  9.214e+02,  1.081e-04,  9.214e+02,  3.173e-09,  2.705e-02,  3.173e-09, -5.170e-26,
 9.277e+06, -8.208e+01,  1.625e+00, -5.673e+01, -3.088e+00, -6.940e+01, -1.571e+00,  4.985e+00,  2.694e-01, -4.236e-05,  3.909e-04, -4.248e-06,  7.863e-05,  2.910e-04, -5.387e-03, -8.472e-07,  7.817e-06, -1.455e-03, -7.863e-05,  1.062e-04,  9.255e+02,  1.062e-04,  9.255e+02,  3.091e-09,  2.694e-02,  3.091e-09,  5.170e-26,
 9.317e+06, -8.219e+01,  1.625e+00, -5.680e+01, -3.088e+00, -6.950e+01, -1.571e+00,  4.986e+00,  2.682e-01, -4.163e-05,  3.859e-04, -4.175e-06,  7.762e-05,  2.885e-04, -5.364e-03, -8.327e-07,  7.717e-06, -1.443e-03, -7.762e-05,  1.044e-04,  9.295e+02,  1.044e-04,  9.295e+02,  3.012e-09,  2.682e-02,  3.012e-09,  0.000e+00,
 9.357e+06, -8.230e+01,  1.624e+00, -5.688e+01, -3.088e+00, -6.959e+01, -1.571e+00,  4.986e+00,  2.670e-01, -4.092e-05,  3.809e-04, -4.104e-06,  7.662e-05,  2.861e-04, -5.341e-03, -8.185e-07,  7.619e-06, -1.431e-03, -7.662e-05,  1.026e-04,  9.335e+02,  1.026e-04,  9.335e+02,  2.936e-09,  2.670e-02,  2.936e-09, -5.170e-26,
 9.398e+06, -8.241e+01,  1.624e+00, -5.695e+01, -3.088e+00, -6.968e+01, -1.571e+00,  4.986e+00,  2.659e-01, -4.023e-05,  3.761e-04, -4.034e-06,  7.565e-05,  2.836e-04, -5.318e-03, -8.046e-07,  7.522e-06, -1.418e-03, -7.565e-05,  1.009e-04,  9.375e+02,  1.009e-04,  9.375e+02,  2.861e-09,  2.659e-02,  2.861e-09,  0.000e+00,
 9.438e+06, -8.252e+01,  1.624e+00, -5.703e+01, -3.089e+00, -6.977e+01, -1.571e+00,  4.986e+00,  2.648e-01, -3.955e-05,  3.713e-04, -3.966e-06,  7.468e-05,  2.812e-04, -5.296e-03, -7.910e-07,  7.426e-06, -1.406e-03, -7.468e-05,  9.917e-05,  9.415e+02,  9.917e-05,  9.415e+02,  2.789e-09,  2.648e-02,  2.789e-09,  0.000e+00,
 9.478e+06, -8.263e+01,  1.624e+00, -5.710e+01, -3.089e+00, -6.987e+01, -1.571e+00,  4.986e+00,  2.637e-01, -3.888e-05,  3.666e-04, -3.899e-06,  7.374e-05,  2.788e-04, -5.273e-03, -7.777e-07,  7.333e-06, -1.394e-03, -7.374e-05,  9.750e-05,  9.455e+02,  9.750e-05,  9.455e+02,  2.719e-09,  2.637e-02,  2.719e-09,  5.170e-26,
 9.518e+06, -8.274e+01,  1.623e+00, -5.717e+01, -3.089e+00, -6.996e+01, -1.571e+00,  4.986e+00,  2.626e-01, -3.823e-05,  3.620e-04, -3.834e-06,  7.281e-05,  2.765e-04, -5.251e-03, -7.646e-07,  7.241e-06, -1.383e-03, -7.281e-05,  9.586e-05,  9.496e+02,  9.586e-05,  9.496e+02,  2.651e-09,  2.626e-02,  2.651e-09, -5.170e-26,
 9.558e+06, -8.285e+01,  1.623e+00, -5.725e+01, -3.089e+00, -7.005e+01, -1.571e+00,  4.986e+00,  2.615e-01, -3.759e-05,  3.575e-04, -3.770e-06,  7.190e-05,  2.742e-04, -5.229e-03, -7.519e-07,  7.150e-06, -1.371e-03, -7.190e-05,  9.426e-05,  9.536e+02,  9.426e-05,  9.536e+02,  2.584e-09,  2.615e-02,  2.584e-09, -5.170e-26,
 9.598e+06, -8.296e+01,  1.623e+00, -5.732e+01, -3.089e+00, -7.014e+01, -1.571e+00,  4.986e+00,  2.604e-01, -3.697e-05,  3.531e-04, -3.707e-06,  7.100e-05,  2.719e-04, -5.207e-03, -7.394e-07,  7.061e-06, -1.360e-03, -7.100e-05,  9.269e-05,  9.576e+02,  9.269e-05,  9.576e+02,  2.520e-09,  2.604e-02,  2.520e-09, -5.170e-26,
 9.639e+06, -8.307e+01,  1.623e+00, -5.739e+01, -3.090e+00, -7.023e+01, -1.571e+00,  4.987e+00,  2.593e-01, -3.636e-05,  3.487e-04, -3.646e-06,  7.011e-05,  2.696e-04, -5.186e-03, -7.272e-07,  6.973e-06, -1.348e-03, -7.011e-05,  9.116e-05,  9.616e+02,  9.116e-05,  9.616e+02,  2.458e-09,  2.593e-02,  2.458e-09,  0.000e+00,
 9.679e+06, -8.318e+01,  1.623e+00, -5.746e+01, -3.090e+00, -7.032e+01, -1.571e+00,  4.987e+00,  2.582e-01, -3.576e-05,  3.444e-04, -3.585e-06,  6.924e-05,  2.674e-04, -5.164e-03, -7.152e-07,  6.887e-06, -1.337e-03, -6.924e-05,  8.966e-05,  9.656e+02,  8.966e-05,  9.656e+02,  2.397e-09,  2.582e-02,  2.397e-09,  0.000e+00,
 9.719e+06, -8.329e+01,  1.622e+00, -5.754e+01, -3.090e+00, -7.041e+01, -1.571e+00,  4.987e+00,  2.571e-01, -3.517e-05,  3.401e-04, -3.526e-06,  6.839e-05,  2.652e-04, -5.143e-03, -7.034e-07,  6.803e-06, -1.326e-03, -6.839e-05,  8.818e-05,  9.697e+02,  8.818e-05,  9.697e+02,  2.339e-09,  2.571e-02,  2.339e-09,  0.000e+00,
 9.759e+06, -8.340e+01,  1.622e+00, -5.761e+01, -3.090e+00, -7.050e+01, -1.571e+00,  4.987e+00,  2.561e-01, -3.460e-05,  3.360e-04, -3.469e-06,  6.755e-05,  2.630e-04, -5.122e-03, -6.919e-07,  6.719e-06, -1.315e-03, -6.755e-05,  8.674e-05,  9.737e+02,  8.674e-05,  9.737e+02,  2.281e-09,  2.561e-02,  2.281e-09,  2.585e-26,
 9.799e+06, -8.350e+01,  1.622e+00, -5.768e+01, -3.090e+00, -7.059e+01, -1.571e+00,  4.987e+00,  2.550e-01, -3.403e-05,  3.319e-04, -3.412e-06,  6.672e-05,  2.609e-04, -5.101e-03, -6.807e-07,  6.637e-06, -1.305e-03, -6.672e-05,  8.533e-05,  9.777e+02,  8.533e-05,  9.777e+02,  2.226e-09,  2.550e-02,  2.226e-09, -7.755e-26,
 9.839e+06, -8.361e+01,  1.622e+00, -5.775e+01, -3.091e+00, -7.068e+01, -1.571e+00,  4.987e+00,  2.540e-01, -3.348e-05,  3.278e-04, -3.357e-06,  6.591e-05,  2.587e-04, -5.080e-03, -6.696e-07,  6.557e-06, -1.294e-03, -6.591e-05,  8.394e-05,  9.817e+02,  8.394e-05,  9.817e+02,  2.172e-09,  2.540e-02,  2.172e-09,  0.000e+00,
 9.880e+06, -8.372e+01,  1.621e+00, -5.782e+01, -3.091e+00, -7.077e+01, -1.571e+00,  4.987e+00,  2.530e-01, -3.294e-05,  3.239e-04, -3.303e-06,  6.511e-05,  2.566e-04, -5.059e-03, -6.588e-07,  6.477e-06, -1.284e-03, -6.511e-05,  8.259e-05,  9.857e+02,  8.259e-05,  9.857e+02,  2.119e-09,  2.530e-02,  2.119e-09,  2.585e-26,
 9.920e+06, -8.382e+01,  1.621e+00, -5.789e+01, -3.091e+00, -7.086e+01, -1.571e+00,  4.987e+00,  2.519e-01, -3.241e-05,  3.200e-04, -3.249e-06,  6.432e-05,  2.546e-04, -5.039e-03, -6.482e-07,  6.399e-06, -1.273e-03, -6.432e-05,  8.126e-05,  9.897e+02,  8.126e-05,  9.897e+02,  2.068e-09,  2.519e-02,  2.068e-09, -2.585e-26,
 9.960e+06, -8.393e+01,  1.621e+00, -5.796e+01, -3.091e+00, -7.094e+01, -1.571e+00,  4.987e+00,  2.509e-01, -3.189e-05,  3.161e-04, -3.197e-06,  6.354e-05,  2.525e-04, -5.019e-03, -6.378e-07,  6.322e-06, -1.263e-03, -6.354e-05,  7.995e-05,  9.938e+02,  7.995e-05,  9.938e+02,  2.019e-09,  2.509e-02,  2.019e-09,  0.000e+00,
 1.000e+07, -8.403e+01,  1.621e+00, -5.803e+01, -3.092e+00, -7.103e+01, -1.571e+00,  4.987e+00,  2.499e-01, -3.138e-05,  3.123e-04, -3.146e-06,  6.278e-05,  2.505e-04, -4.999e-03, -6.276e-07,  6.247e-06, -1.253e-03, -6.278e-05,  7.868e-05,  9.978e+02,  7.868e-05,  9.978e+02,  1.971e-09,  2.499e-02,  1.971e-09,  2.585e-26,
